text,reading,roles,predicate_frame,standalone_kind,provenance_ids
玩家,ㄨㄢ2 ㄐㄧㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
城鎮,ㄔㄥ2 ㄓㄣ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
球季,ㄑㄧㄡ2 ㄐㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
襲擊,ㄒㄧ2 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
廖,ㄌㄧㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
觀測,ㄍㄨㄢ1 ㄘㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
吉他,ㄐㄧ2 ㄊㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
內地,ㄋㄟ4 ㄉㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
江蘇,ㄐㄧㄤ1 ㄙㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
明治,ㄇㄧㄥ2 ㄓ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
河道,ㄏㄜ2 ㄉㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
擴展,ㄎㄨㄛ4 ㄓㄢ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
羽毛,ㄩ3 ㄇㄠ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
質量,ㄓ2 ㄌㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
收視,ㄕㄡ1 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
體積,ㄊㄧ3 ㄐㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
師範,ㄕ1 ㄈㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
棲息,ㄑㄧ1 ㄒㄧ2,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
專科,ㄓㄨㄢ1 ㄎㄜ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
成都,ㄔㄥ2 ㄉㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
芝加哥,ㄓ1 ㄐㄧㄚ1 ㄍㄜ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
壁畫,ㄅㄧ4 ㄏㄨㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
東南,ㄉㄨㄥ1 ㄋㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
親王,ㄑㄧㄣ1 ㄨㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
公式,ㄍㄨㄥ1 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
新型,ㄒㄧㄣ1 ㄒㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
流量,ㄌㄧㄡ2 ㄌㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
起源,ㄑㄧ3 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
幾何,ㄐㄧ3 ㄏㄜ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
別墅,ㄅㄧㄝ2 ㄕㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
出場,ㄔㄨ1 ㄔㄤ3,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
河南,ㄏㄜ2 ㄋㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
中期,ㄓㄨㄥ1 ㄑㄧ2,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
侵略,ㄑㄧㄣ1 ㄌㄩㄝ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
辦事,ㄅㄢ4 ㄕ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
平方公里,ㄆㄧㄥ2 ㄈㄤ1 ㄍㄨㄥ1 ㄌㄧ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
其後,ㄑㄧ2 ㄏㄡ4,temporal,none,lexical-prompt,local:naer-top-10000-generation-v1
大廈,ㄉㄚ4 ㄒㄧㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
總量,ㄗㄨㄥ3 ㄌㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
供奉,ㄍㄨㄥ4 ㄈㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
艦隊,ㄐㄧㄢ4 ㄉㄨㄟ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
廣西,ㄍㄨㄤ3 ㄒㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
蜘蛛,ㄓ1 ㄓㄨ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
攻打,ㄍㄨㄥ1 ㄉㄚ3,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
威廉,ㄨㄟ1 ㄌㄧㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
直徑,ㄓ2 ㄐㄧㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
芬蘭,ㄈㄣ1 ㄌㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
逝世,ㄕ4 ㄕ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
丹麥,ㄉㄢ1 ㄇㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
解散,ㄐㄧㄝ3 ㄙㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
射擊,ㄕㄜ4 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
匈奴,ㄒㄩㄥ1 ㄋㄨ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
火星,ㄏㄨㄛ3 ㄒㄧㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
接管,ㄐㄧㄝ1 ㄍㄨㄢ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
病逝,ㄅㄧㄥ4 ㄕ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
戰國,ㄓㄢ4 ㄍㄨㄛ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
國籍,ㄍㄨㄛ2 ㄐㄧ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
原子,ㄩㄢ2 ㄗ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
總數,ㄗㄨㄥ3 ㄕㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
中立,ㄓㄨㄥ1 ㄌㄧ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
地鐵,ㄉㄧ4 ㄊㄧㄝ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
進程,ㄐㄧㄣ4 ㄔㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
棉花,ㄇㄧㄢ2 ㄏㄨㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
虛構,ㄒㄩ1 ㄍㄡ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
猶太,ㄧㄡ2 ㄊㄞ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
古巴,ㄍㄨ3 ㄅㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
悠久,ㄧㄡ1 ㄐㄧㄡ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
理事,ㄌㄧ3 ㄕ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
冷卻,ㄌㄥ3 ㄑㄩㄝ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
飾,ㄕ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
天文,ㄊㄧㄢ1 ㄨㄣ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
信號,ㄒㄧㄣ4 ㄏㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
常務,ㄔㄤ2 ㄨ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
上陣,ㄕㄤ4 ㄓㄣ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
半島,ㄅㄢ4 ㄉㄠ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
司令,ㄙ1 ㄌㄧㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
馬達,ㄇㄚ3 ㄉㄚ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
前身,ㄑㄧㄢ2 ㄕㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
山西,ㄕㄢ1 ㄒㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
滅亡,ㄇㄧㄝ4 ㄨㄤ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
公安,ㄍㄨㄥ1 ㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
辭去,ㄘ2 ㄑㄩ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
奪得,ㄉㄨㄛ2 ㄉㄜ2,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
裁判,ㄘㄞ2 ㄆㄢ4,intransitive-predicate,intransitive,lexical-prompt,local:naer-top-10000-generation-v1
稱作,ㄔㄥ1 ㄗㄨㄛ4,transitive-predicate,transitive,lexical-prompt,local:naer-top-10000-generation-v1
莊園,ㄓㄨㄤ1 ㄩㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
通用,ㄊㄨㄥ1 ㄩㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
秦國,ㄑㄧㄣ2 ㄍㄨㄛ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
乘,ㄔㄥ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
乘,ㄕㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
了,ㄌㄜ5,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
了,ㄌㄧㄠ3,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
了,ㄌㄧㄠ4,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
予,ㄩ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
予,ㄩ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
任,ㄖㄣ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
任,ㄖㄣ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
作,ㄗㄨㄛ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
作,ㄗㄨㄛ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
供,ㄍㄨㄥ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
供,ㄍㄨㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
個,ㄍㄜ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
個,ㄍㄜ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
分,ㄈㄣ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
分,ㄈㄣ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
分子,ㄈㄣ1 ㄗ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
分子,ㄈㄣ4 ㄗ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
分子,ㄈㄣ4 ㄗ5,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
南,ㄋㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
南,ㄋㄢ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
句,ㄍㄡ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
句,ㄐㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
可,ㄎㄜ3,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
可,ㄎㄜ4,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
台中,ㄊㄞ2 ㄓㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
台北,ㄊㄞ2 ㄅㄟ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
吃,ㄔ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
合,ㄍㄜ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
合,ㄏㄜ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
夏,ㄒㄧㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
女,ㄋㄩ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
女,ㄖㄨ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
好,ㄏㄠ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
好,ㄏㄠ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
妻,ㄑㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
妻,ㄑㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
妻子,ㄑㄧ1 ㄗ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
妻子,ㄑㄧ1 ㄗ5,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
子,ㄗ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
子,ㄗ5,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
孫,ㄙㄨㄣ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
少,ㄕㄠ3,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
少,ㄕㄠ4,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
屬,ㄓㄨ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
屬,ㄕㄨ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
強,ㄐㄧㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
強,ㄑㄧㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
強,ㄑㄧㄤ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
應,ㄧㄥ1,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
應,ㄧㄥ4,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
於,ㄨ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
於,ㄩ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
於,ㄩ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
施,ㄕ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
明朝,ㄇㄧㄥ2 ㄓㄠ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
明朝,ㄇㄧㄥ2 ㄔㄠ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
會,ㄎㄨㄞ4,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
會,ㄏㄨㄟ4,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
東西,ㄉㄨㄥ1 ㄒㄧ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
東西,ㄉㄨㄥ1 ㄒㄧ5,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
歸,ㄍㄨㄟ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
為,ㄨㄟ2,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
為,ㄨㄟ4,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
無,ㄇㄛ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
無,ㄨ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
王,ㄨㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
王,ㄨㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
生意,ㄕㄥ1 ㄧ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
生意,ㄕㄥ1 ㄧ5,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
番,ㄆㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
番,ㄈㄢ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
看,ㄎㄢ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
看,ㄎㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
石,ㄉㄢ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
石,ㄕ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
種,ㄓㄨㄥ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
種,ㄓㄨㄥ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
稱,ㄔㄣ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
稱,ㄔㄥ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
稱,ㄔㄥ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
紅,ㄍㄨㄥ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
紅,ㄏㄨㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
給,ㄍㄟ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
給,ㄐㄧ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
般,ㄅㄛ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
般,ㄅㄢ1,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
般,ㄆㄢ2,adjectival-predicate,adjectival,lexical-prompt,local:naer-top-10000-generation-v1
華,ㄏㄨㄚ1,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
華,ㄏㄨㄚ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
華,ㄏㄨㄚ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
葉,ㄧㄝ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
著,ㄓㄜ5,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
著,ㄓㄠ1,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
著,ㄓㄠ2,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
著,ㄓㄨ4,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
著,ㄓㄨㄛ2,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
藏,ㄗㄤ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
藏,ㄘㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
號,ㄏㄠ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
號,ㄏㄠ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
行,ㄏㄤ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
行,ㄏㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
行,ㄒㄧㄥ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
要,ㄧㄠ1,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
要,ㄧㄠ4,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
見,ㄐㄧㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
見,ㄒㄧㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
角,ㄐㄧㄠ3,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
角,ㄐㄩㄝ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
說,ㄕㄨㄛ1,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
說,ㄕㄨㄟ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
讀,ㄉㄡ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
讀,ㄉㄨ2,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
足,ㄐㄩ4,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
足,ㄗㄨ2,subject;object,none,lexical-prompt,local:naer-top-10000-generation-v1
轉,ㄓㄨㄞ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
轉,ㄓㄨㄢ3,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
轉,ㄓㄨㄢ4,object;intransitive-predicate;transitive-predicate;verb,ambitransitive,lexical-prompt,local:naer-top-10000-generation-v1
過,ㄍㄨㄛ1,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
過,ㄍㄨㄛ4,modal,modal,lexical-prompt,local:naer-top-10000-generation-v1
